"code","outstanding"
"002712","540906048.0"
"002713","410353984.0"
"002714","3810722816.0"
"002715","138000000.0"
"002716","2210479104.0"
"002717","1600757120.0"
"002718","65207956.0"
"002719","161872288.0"
"002721","2659378688.0"
"002722","175502896.0"
"002723","317113376.0"
"002724","571765632.0"
"002725","211926448.0"
"002726","1077112832.0"
"002727","397312448.0"
"002728","376080864.0"
"002729","175463712.0"
"002730","346029888.0"
"002731","229656400.0"
"002732","156566176.0"
"002733","368862752.0"
"002734","326196768.0"
"002735","280595808.0"
"002736","9138841600.0"
"002737","583999616.0"
"002738","711228032.0"
"002739","2085385472.0"
"002741","361531232.0"
"002742","431858080.0"
"002743","434570976.0"
"002745","1064676032.0"
"002746","709676224.0"
"002747","782405184.0"
"002748","240000000.0"
"002749","422808192.0"
"002752","976768448.0"
"002753","242803840.0"
"002755","928151552.0"
"002756","388694080.0"
"002757","282053920.0"
"002758","517963840.0"
"002759","501072096.0"
"002760","107988704.0"
